,ball skills,physical,postions_Player,defence,mental,shooting,passing,hight,wight,age,value
Mujaid,54.0,70.0,CB,71.0,54.833333333333336,31.125,54.333333333333336,183,81,21,3900000
Mert Müldür,71.5,76.57142857142857,CB,67.5,58.833333333333336,48.625,63.0,188,74,22,4000000
Sebastian Walukiewicz,60.5,63.857142857142854,CB,73.0,57.666666666666664,39.5,50.333333333333336,188,85,21,3900000
Jordan Beyer,64.0,70.0,CB,73.0,61.666666666666664,40.0,61.666666666666664,187,80,21,3900000
Harisson Marcelin,52.0,59.857142857142854,CB,71.5,58.166666666666664,39.0,48.666666666666664,197,82,21,3900000
Oumar Solet,66.0,71.42857142857143,CB,68.5,61.5,43.75,56.666666666666664,192,81,21,3900000
Armando Obispo,60.0,61.857142857142854,CB,71.0,56.0,47.625,59.0,185,79,22,3900000
Nikola Maraš,54.5,69.28571428571429,CB,72.5,57.166666666666664,37.375,50.666666666666664,189,79,25,2600000
Denis Vavro,57.5,55.714285714285715,CB,70.0,60.666666666666664,47.875,53.333333333333336,189,81,25,3400000
Gonçalves Miranda Çetin,61.5,57.857142857142854,CB,72.0,59.833333333333336,46.625,55.0,189,90,24,3900000
Davit Khocholava,55.0,66.85714285714286,CB,69.0,57.333333333333336,41.625,49.666666666666664,192,92,28,1900000
Christoph Swinkels,41.5,54.857142857142854,CB,71.5,56.333333333333336,37.0,46.333333333333336,194,92,28,1600000
Rafael Pérez,61.0,63.57142857142857,CB,70.0,61.5,45.375,51.0,186,76,31,1300000
Jack Elliott,30.0,57.857142857142854,CB,0.0,56.0,28.125,7.0,198,83,26,2200000
Alexandru Pascanu,59.0,71.85714285714286,CB,71.5,60.166666666666664,41.5,51.666666666666664,187,80,23,3900000
Jorge Cuenca,48.0,62.857142857142854,CB,71.0,58.0,40.25,58.333333333333336,190,75,21,3900000
Hannes Delcroix,61.0,69.71428571428571,CB,72.0,60.333333333333336,35.0,61.0,185,75,22,3500000
Miles Robinson,67.0,73.28571428571429,CB,71.0,64.5,37.125,54.0,188,84,24,3500000
Matej Mitrović,60.0,54.57142857142857,CB,74.0,61.5,51.625,63.333333333333336,187,85,27,2100000
Luis Muñoz,68.0,66.85714285714286,CB,69.5,66.0,59.875,62.333333333333336,182,76,24,3700000
Artur Jorge,49.5,61.857142857142854,CB,76.0,55.166666666666664,41.0,50.0,186,79,27,2700000
Maximiliano Olivera,36.0,37.857142857142854,CB,34.5,16.666666666666668,52.0,42.0,181,80,29,1600000
Tomás Alarcón,65.0,71.85714285714286,CB,68.0,66.0,52.375,63.0,174,68,22,4000000
Dara O'Shea,54.0,65.42857142857143,CB,72.0,57.666666666666664,39.0,59.333333333333336,188,74,22,3500000
Lazar Rosić,47.5,55.57142857142857,CB,71.5,56.333333333333336,36.75,51.0,190,82,28,1900000
Jair Amador,46.5,68.57142857142857,CB,67.0,53.833333333333336,38.75,51.0,191,80,32,1300000
Timo Hübers,56.5,67.28571428571429,CB,72.5,61.5,42.75,55.0,190,82,25,2400000
Bakaye Dibassy,67.5,73.0,CB,71.5,63.666666666666664,50.75,67.33333333333333,183,74,32,1300000
Luis Reyes,67.5,70.85714285714286,CB,66.0,61.166666666666664,52.5,65.33333333333333,185,65,30,1600000
Eray Cömert,54.5,75.71428571428571,CB,71.0,56.666666666666664,49.375,54.666666666666664,183,80,23,3900000
Miguel Barbieri,51.0,63.714285714285715,CB,70.0,57.666666666666664,40.125,43.333333333333336,182,80,28,2000000
Kevin Mac Allister,63.5,70.57142857142857,CB,72.5,63.666666666666664,43.25,58.333333333333336,175,72,23,4000000
Fabricio Formiliano,55.0,69.85714285714286,CB,71.5,55.5,37.75,50.666666666666664,185,85,28,1900000
Elias Cobbaut,69.0,66.57142857142857,CB,69.0,67.83333333333333,48.0,72.33333333333333,188,83,23,2600000
Sho Sasaki,64.5,73.28571428571429,CB,72.0,59.666666666666664,44.875,69.33333333333333,176,70,32,1300000
Carlos Ponck,60.0,71.14285714285714,CB,71.5,60.166666666666664,48.75,53.666666666666664,183,84,26,2300000
Jérémy Gélin,63.0,60.857142857142854,CB,71.0,61.333333333333336,43.5,67.66666666666667,183,79,24,2700000
Alexander Hack,56.5,62.0,CB,72.5,60.5,39.5,64.0,193,88,28,1900000
Juninho,54.0,70.42857142857143,CB,69.0,54.333333333333336,40.25,55.0,187,80,26,2200000
Jesiel,51.5,59.42857142857143,CB,72.0,53.833333333333336,36.25,52.666666666666664,186,84,27,2000000
Alexandre Frandeira,51.0,56.57142857142857,CB,71.5,60.333333333333336,46.875,59.0,192,85,21,1900000
Marcelinho Moraisco,62.5,66.57142857142857,CB,69.0,63.333333333333336,49.25,68.0,190,84,33,900000
Harry Souttar,59.5,56.285714285714285,CB,71.5,46.833333333333336,34.375,8.0,200,79,22,3900000
Jules Van Cleemput,67.5,70.71428571428571,CB,34.5,66.16666666666667,39.875,67.66666666666667,183,73,24,2600000
Marco Baixinho,53.5,63.142857142857146,CB,72.5,58.666666666666664,39.5,51.333333333333336,186,80,32,1300000
Pantelis Hatzidiakos,63.0,60.142857142857146,CB,68.5,64.5,50.125,67.33333333333333,181,74,24,2700000
Andreas Hanche-Olsen,57.0,71.28571428571429,CB,71.0,62.166666666666664,39.0,56.666666666666664,185,82,24,2600000
Sotirios Papagiannopoulos,61.0,66.71428571428571,CB,69.5,62.0,42.75,59.0,190,88,31,1500000
Luis Fernando León,53.0,59.857142857142854,CB,72.5,52.5,45.375,48.666666666666664,183,69,28,1600000
Mattia Bani,52.0,60.857142857142854,CB,74.5,52.0,25.0,47.0,188,81,27,1900000
Derrick Luckassen,68.0,73.57142857142857,CB,68.5,65.16666666666667,60.375,63.666666666666664,186,78,26,2100000
Demeaco Barbet,64.5,67.0,CB,70.0,65.5,60.125,67.66666666666667,187,81,28,1800000
Robert Bauer,63.0,69.14285714285714,CB,70.5,66.66666666666667,52.75,63.666666666666664,183,79,26,2300000
Edoardo Goldaniga,53.5,50.57142857142857,CB,73.5,51.166666666666664,38.75,46.666666666666664,193,82,27,1900000
Benedikt Kaio Jorge,50.0,72.85714285714286,CB,75.0,61.5,36.625,56.333333333333336,186,73,30,1500000
Fabián Noguera,47.5,58.857142857142854,CB,71.0,59.0,37.25,44.333333333333336,193,97,28,1600000
Masato Morishige,65.5,63.57142857142857,CB,72.0,66.5,63.0,63.666666666666664,183,79,34,600000
Shiotani Cabral,44.0,45.857142857142854,CB,73.0,57.666666666666664,38.0,48.333333333333336,188,84,29,1700000
Steve Birnbaum,52.0,57.857142857142854,CB,71.0,57.666666666666664,36.125,49.666666666666664,185,82,30,1500000
Jérôme Onguéné,55.5,71.14285714285714,CB,70.0,54.333333333333336,38.0,42.0,186,78,23,3500000
Gregory Wüthrich,51.5,62.57142857142857,CB,72.5,60.166666666666664,38.125,49.666666666666664,192,88,26,2300000
Sebastiano Luperto,59.5,59.714285714285715,CB,74.5,62.666666666666664,54.25,63.333333333333336,191,75,25,2700000
Norbert Gyömbér,50.5,57.0,CB,72.5,53.333333333333336,34.625,48.0,189,74,29,1600000
David Costas,58.5,66.71428571428571,CB,70.5,61.333333333333336,47.375,66.0,181,73,26,2100000
Chema Rodríguez,61.0,63.142857142857146,CB,72.0,61.666666666666664,55.625,60.666666666666664,189,80,29,1700000
Dani Calvo,52.0,58.714285714285715,CB,71.5,61.0,49.125,58.0,190,82,27,2100000
Jubal,53.5,64.0,CB,71.5,55.666666666666664,37.625,44.333333333333336,190,80,28,2000000
Wallace,48.5,60.285714285714285,CB,71.0,56.833333333333336,37.75,47.666666666666664,191,85,27,2000000
Guillermo Ortíz,43.5,69.0,CB,70.0,58.166666666666664,43.0,53.333333333333336,183,76,29,1800000
Bruno Bianchi,56.0,62.142857142857146,CB,73.0,60.0,35.25,57.0,183,76,32,1200000
Nicolás Freire,49.0,52.714285714285715,CB,75.0,53.0,35.75,42.333333333333336,186,80,27,1900000
Germán Mera,44.0,55.42857142857143,CB,71.0,55.666666666666664,34.0,41.0,187,87,31,1300000
Jacob Une-Larsson,46.0,73.42857142857143,CB,71.0,58.166666666666664,45.125,58.666666666666664,181,74,27,2100000
Steven Moreira,63.0,67.71428571428571,CB,69.0,65.66666666666667,37.0,68.66666666666667,179,75,27,1900000
Alex Muñoz,65.5,76.71428571428571,CB,66.0,62.333333333333336,58.125,66.66666666666667,187,80,27,2000000
Federico Barba,61.0,64.42857142857143,CB,72.5,59.166666666666664,38.25,61.333333333333336,186,80,28,1900000
Lisandro Magallán,59.0,63.285714285714285,CB,70.5,59.5,40.875,54.666666666666664,185,83,28,1900000
Ilya Kutepov,51.5,51.42857142857143,CB,71.0,61.0,52.25,57.666666666666664,192,84,28,1900000
Timo Letschert,60.0,63.714285714285715,CB,69.5,63.5,59.5,64.0,188,73,28,1800000
Antônio Carlos,42.5,62.0,CB,70.5,55.333333333333336,40.75,45.333333333333336,191,79,28,1800000
Quentin Bernard,65.0,72.42857142857143,CB,65.0,64.66666666666667,53.25,70.33333333333333,184,83,32,1400000
Denys Bain,55.0,65.14285714285714,CB,72.5,52.833333333333336,37.125,52.333333333333336,181,74,28,2000000
Mike van der Hoorn,48.0,57.142857142857146,CB,74.5,55.666666666666664,44.0,57.0,190,83,29,1600000
Insua,54.5,54.857142857142854,CB,72.5,59.0,39.0,56.666666666666664,187,80,28,2000000
Varazdat Haroyan,47.0,49.42857142857143,CB,72.0,57.5,34.875,53.666666666666664,185,75,29,1800000
Toni Leistner,48.0,61.57142857142857,CB,71.5,64.0,42.0,54.0,190,87,31,1500000
Dino Arslanagic,58.5,55.142857142857146,CB,70.5,58.5,34.5,61.333333333333336,191,87,28,1800000
Koffi Djidji,63.0,65.0,CB,72.0,60.0,37.25,58.666666666666664,184,71,28,1800000
Ognjen Vranješ,53.5,74.28571428571429,CB,68.5,65.16666666666667,55.0,55.0,182,76,31,1300000
Florian Hübner,41.0,55.285714285714285,CB,74.5,61.666666666666664,41.75,50.0,193,84,30,1500000
Marcel Franke,45.0,56.285714285714285,CB,71.5,53.0,35.0,43.0,193,90,28,1600000
Alpaslan Öztürk,62.5,69.28571428571429,CB,71.0,60.166666666666664,55.5,63.333333333333336,186,89,28,1900000
Aden Flint,42.5,53.142857142857146,CB,69.5,61.0,43.125,40.666666666666664,197,83,32,1300000
Kim Young Gwon,57.0,69.14285714285714,CB,71.5,66.83333333333333,53.25,38.0,186,74,31,
Florent Ogier,52.0,64.71428571428571,CB,73.5,54.333333333333336,38.625,42.333333333333336,183,73,32,1200000
Bahusayn,67.5,76.28571428571429,CB,68.0,68.0,52.625,65.66666666666667,185,80,32,1300000
Guillermo Burdisso,54.5,57.857142857142854,CB,70.0,61.0,45.625,53.666666666666664,189,82,33,1200000
Michael Hector,60.0,61.0,CB,72.0,62.0,47.125,52.333333333333336,193,82,29,1800000
Nicolai Boilesen,69.5,70.85714285714286,CB,71.0,65.5,53.125,67.66666666666667,186,75,29,2100000
Luca Caldirola,62.0,58.57142857142857,CB,70.0,64.33333333333333,50.875,66.0,186,78,30,1500000
Leandro González Pirez,68.0,70.42857142857143,CB,68.5,68.16666666666667,50.5,63.666666666666664,185,89,29,1600000
Ilie Sánchez,69.5,69.42857142857143,CB,69.5,67.33333333333333,52.5,68.0,180,75,30,1500000
Bruno Martins Indi,57.5,57.714285714285715,CB,73.5,60.666666666666664,42.625,62.333333333333336,185,76,29,1600000
Luna,68.5,70.28571428571429,CB,67.5,69.33333333333333,57.375,66.66666666666667,178,68,30,1600000
Georgios Tzavellas,60.0,68.85714285714286,CB,70.5,59.833333333333336,60.0,64.66666666666667,183,77,33,1100000
Simone Romagnoli,52.0,61.714285714285715,CB,73.0,58.166666666666664,42.0,46.0,193,85,31,1300000
Guitián,60.5,71.42857142857143,CB,70.0,64.83333333333333,42.625,58.0,181,69,31,1500000
Bart Schenkeveld,64.0,71.14285714285714,CB,72.0,66.0,43.125,61.666666666666664,185,83,30,1600000
Arribas,58.0,68.0,CB,71.0,58.0,40.375,60.0,182,76,32,1200000
Ignasi Miquel,61.5,49.0,CB,69.0,59.333333333333336,35.875,59.0,189,82,29,1800000
Radosav Petrović,63.0,50.42857142857143,CB,72.5,66.66666666666667,49.125,61.0,193,88,32,1200000
Daniel Ayala,62.5,62.857142857142854,CB,70.5,64.83333333333333,41.75,47.0,190,84,30,1500000
Kevin Long,55.5,59.285714285714285,CB,71.5,62.5,39.25,51.0,190,82,31,1500000
Escassi,57.0,66.71428571428571,CB,71.0,65.33333333333333,56.375,64.66666666666667,185,79,32,1200000
Antonio Briseño,58.0,68.14285714285714,CB,69.5,58.833333333333336,49.75,48.0,185,81,27,2000000
Lucas Orbán,59.5,69.42857142857143,CB,68.5,68.0,56.125,60.666666666666664,179,76,32,1200000
Harlee Dean,53.5,63.42857142857143,CB,71.5,58.833333333333336,36.125,46.666666666666664,191,75,30,1600000
Ervin Jahnoah,55.5,48.57142857142857,CB,73.5,62.333333333333336,63.0,65.0,190,85,34,600000
Alcalá,56.5,46.57142857142857,CB,71.5,58.833333333333336,56.0,58.333333333333336,196,93,32,1200000
Michael Morrison,43.5,63.285714285714285,CB,71.5,58.666666666666664,40.875,44.333333333333336,188,76,33,900000
Kyle Naughton,66.5,69.42857142857143,CB,72.0,64.16666666666667,50.25,68.33333333333333,180,73,32,1300000
Michał Pazdan,53.5,63.42857142857143,CB,71.0,65.83333333333333,46.625,57.666666666666664,181,78,34,900000
Kyriakos Papadopoulos,46.0,62.142857142857146,CB,68.5,58.666666666666664,50.75,52.0,185,87,29,
Martin Olsson,67.0,69.85714285714286,CB,71.0,66.83333333333333,61.625,68.66666666666667,180,78,33,975000
Ryan Bennett,36.0,48.142857142857146,CB,74.0,54.0,31.0,52.333333333333336,188,78,31,1300000
Norman Theuerkauf,62.5,67.14285714285714,CB,74.5,66.33333333333333,59.875,65.66666666666667,183,80,34,700000
Fedor Kudryashov,62.5,71.71428571428571,CB,72.0,63.5,48.5,64.33333333333333,181,81,34,700000
Alex Wilkinson,51.0,58.57142857142857,CB,72.0,62.333333333333336,49.25,53.333333333333336,187,85,37,325000
Varela,58.0,59.42857142857143,CB,70.0,63.333333333333336,49.25,55.333333333333336,183,83,33,
Gustav Svensson,65.0,58.57142857142857,CB,70.0,67.0,48.75,61.666666666666664,184,77,34,650000
Miguel Angel Torrén,54.0,69.71428571428571,CB,74.0,61.666666666666664,50.875,60.333333333333336,176,70,33,1200000
Niklas Moisander,66.5,60.142857142857146,CB,72.5,69.5,51.625,68.0,183,77,36,500000
José Crespo,61.0,58.857142857142854,CB,36.5,69.0,43.75,69.0,185,78,34,
Markus Suttner,69.5,66.85714285714286,CB,69.0,65.83333333333333,66.625,73.0,179,73,34,700000
Jorge Torres Nilo,64.5,72.71428571428571,CB,67.0,65.66666666666667,56.25,62.0,182,76,33,900000
